"","X","id","text","geo","description","likes","retweet_counts","lang","length"
"411",670,1575206368768069632,"RT @SamCaoOhio: Ohio's GOP-led government gaslighted and bullied a rape victim-a TEN-YEAR-OLD who had to travel to Indiana for an abortion.…","Washington, USA","WV girl living in WA, wife of 20+yr 5 time deployed vet, mother, daughter, pussyhat knitter, Fibro/CFS warrior, Resister #PostcardsToVoters #FlipItBlue 🌊","1",76,"en",1
"412",672,1575206355350134784,"RT @1Schoolhouse: Homeschooling is so wild because it could be because you’re disabled
or got bullied a lot
or training for the Olympics
or…","United States","he / him  or  they / them  •  bi  •  23  •  tornado  destroyed  our  house  on  3  march,  2020  •  I  have  a  lot  of  critters","1",131,"en",1
"413",674,1575206350698991616,"RT @chrisgreybrexit: It shows all the Brexiter pathologies (e.g. expert consensus = plot, scrutiny = sabotage, criticism = treachery) &amp; mos…","","Singer/songwriter/musician/spy/lady/lord🏴‍☠️💙","1",51,"en",1
"414",677,1575206297036722176,"RT @thesixwriter: I like that we’re beginning to take more of a stand as young Ghanaians. We won’t be bullied with seniority or age. 

Do y…","","","1",166,"en",1
"415",678,1575206255773511680,"RT @FlLMDORK: Them people really hated and bullied Taylor into massive success that’s crazy😭😭","","a jaylor stan account","1",54,"en",1
"416",679,1575206255463124992,"RT @chrisgreybrexit: It shows all the Brexiter pathologies (e.g. expert consensus = plot, scrutiny = sabotage, criticism = treachery) &amp; mos…","London, England and Boston, Mass","Educator, Advisor, Author | Teaches leadership, strategy & change @MITSloan & @LSE | Works w/ leaders to make orgs less dysfunctional | Contributing @HarvardBiz","1",51,"en",1
"417",681,1575206233073917952,"RT @ZoomTV: These adorable lovebirds have our hearts!! 😍 #KaranKundrra #TejasswPrakash

https://t.co/igPAVl9TNT","","","1",478,"en",1
"418",684,1575206194943504384,"RT @SamCaoOhio: Ohio's GOP-led government gaslighted and bullied a rape victim-a TEN-YEAR-OLD who had to travel to Indiana for an abortion.…","","No DMs/50 plus liberal and proud of it!I will use my voice to the best of my ability to keep this country safe for ALL. #TheResistance #Bluewave2020 #MeToo #BLM","1",76,"en",1
"419",685,1575206190522413056,"RT @homunculusdick: My cousin in Trinidad won’t eat oxtail because his friend ate it &amp; became impotent. His testicles became swollen. His f…","Canada","Re-inventing myself.","1",424,"en",1
"420",687,1575206176492752896,"RT @homunculusdick: My cousin in Trinidad won’t eat oxtail because his friend ate it &amp; became impotent. His testicles became swollen. His f…","Planet la Tierra","#giftedbyfaith.. “the less duplicates, the more uniqueness that comes..”","1",424,"en",1
"421",690,1575206122121986048,"RT @latestly: Karan Kundrra Shares Pictures of His Photoshoot With Girlfriend Tejasswi Prakash, Reveals How She ‘Bullied’ Him! (View Post)…","Malaysia","It's up to me!what I'm tweet or Retweeted 😉","1",371,"en",1
"422",693,1575206060406714368,"RT @SamCaoOhio: Ohio's GOP-led government gaslighted and bullied a rape victim-a TEN-YEAR-OLD who had to travel to Indiana for an abortion.…","AZ, formerly IL ","Support @JoeBiden, Democrats and Democracy. Retweet facts,  discourse, and opinions. #Resist #Bluein22 #Roevember #VoteOutAllRepublicans #JesusWasWoke","1",76,"en",1
"423",694,1575206045567553536,"RT @homunculusdick: My cousin in Trinidad won’t eat oxtail because his friend ate it &amp; became impotent. His testicles became swollen. His f…","","tech babe @Kenechi__E || goddess || 👻: kaynaychii || pretty girls stan account || she/her 🏳️‍🌈","1",424,"en",1
"424",695,1575206042245664768,"RT @homunculusdick: My cousin in Trinidad won’t eat oxtail because his friend ate it &amp; became impotent. His testicles became swollen. His f…","Whore Island, MI","Cohost of Cocktales with Cocktails @cwcthepodcast. Don’t DM me unless you’re willing to pay for my pegging services and eat my ass","1",424,"en",1
"425",697,1575205841455960064,"RT @Suitandtie9999: Just two ago, Willie Jackson told Mike McRoberts..”It’s something I really rally against actually, people being told th…","","","1",14,"en",1
"426",701,1575205813756432384,"RT @6rTerrence: louis really showed up late (maybe high), said whatever the fuck he wanted, bullied zach into giving liam apology shoes, an…","","she/her larrie ×͜× - little freak and Matilda have my heart","1",499,"en",1
"427",705,1575205633636212736,"RT @homunculusdick: My cousin in Trinidad won’t eat oxtail because his friend ate it &amp; became impotent. His testicles became swollen. His f…","Texas, USA","","1",424,"en",1
"428",706,1575205589906788352,"RT @windupmay: i just think estinien should be bullied by women more often","she/any 💖💜💙","it’s pronounced shazz | 2 brain cells and they’re dedicated to JRPGs | Ace Attorney, Nier, Xenoblade, Zelda, Final Fantasy brainrot | art: @badgerinafez","1",154,"en",1
"429",707,1575205575289630720,"RT @ETimesTV: Karan Kundrra shares new pictures with ladylove Tejasswi Prakash, and writes “trust me she bullied me into it..!”
@kkundrra @…","","","1",363,"en",1
"430",710,1575205475385487360,"RT @1Schoolhouse: Homeschooling is so wild because it could be because you’re disabled
or got bullied a lot
or training for the Olympics
or…","","✏️NYC animator, storyboard artist & illustrator. Mostly retweets here, sometimes fan art 👀 More art stuff on my insta (linktree below)✨","1",131,"en",1
"431",711,1575205470918561792,"RT @TellyTalkIndia: These adorable lovebirds have our hearts!! 😍 #KaranKundrra #TejasswPrakash

https://t.co/2by5mNoPdS","Malaysia","It's up to me!what I'm tweet or Retweeted 😉","1",348,"en",1
"432",712,1575205446994231296,"RT @ETimesTV: Karan Kundrra shares new pictures with ladylove Tejasswi Prakash, and writes “trust me she bullied me into it..!”
@kkundrra @…","Malaysia","It's up to me!what I'm tweet or Retweeted 😉","1",363,"en",1
"433",713,1575205442611187712,"RT @homunculusdick: My cousin in Trinidad won’t eat oxtail because his friend ate it &amp; became impotent. His testicles became swollen. His f…","Fairbanks, AK","jojo a.k.a. jomo a.k.a. NotDeadYetBattlefront a.k.a Barbados Slim and Batman.....FC: SW-2312-5239-0526","1",424,"en",1
"434",714,1575205435891945472,"RT @ZoomTV: These adorable lovebirds have our hearts!! 😍 #KaranKundrra #TejasswPrakash

https://t.co/igPAVl9TNT","Malaysia","It's up to me!what I'm tweet or Retweeted 😉","1",478,"en",1
"435",715,1575205421798727680,"RT @chrisgreybrexit: It shows all the Brexiter pathologies (e.g. expert consensus = plot, scrutiny = sabotage, criticism = treachery) &amp; mos…","","Make voting compulsory. Kill lunatic brextremism and lethal brexceptionalism via progressive alliance followed by electoral reform. Radical action needed now.","1",51,"en",1
"436",716,1575205405059588096,"RT @innanetjames: @RubbaBandDaRula niggas needa start gettin bullied. ain’t no shame out here no more","right here, right now","si vic pacem, para bellum","1",176,"en",1
"437",723,1575205261274337280,"RT @ETimesTV: Karan Kundrra shares new pictures with ladylove Tejasswi Prakash, and writes “trust me she bullied me into it..!”
@kkundrra @…","","","1",363,"en",1
"438",724,1575205229494431744,"RT @homunculusdick: My cousin in Trinidad won’t eat oxtail because his friend ate it &amp; became impotent. His testicles became swollen. His f…","","⚜️⚜️","1",424,"en",1
"439",725,1575205225190735872,"RT @sframbo: local librarian gets bullied by two fear avatars into being the cameraman for their youtube channel https://t.co/rgM8VByK7d","in the Vast","24 • she/they • 🧡🤍💖 ♠️ • rant acc • currently in magnus archives hell","1",42,"en",1
"440",727,1575205039915663360,"RT @homunculusdick: My cousin in Trinidad won’t eat oxtail because his friend ate it &amp; became impotent. His testicles became swollen. His f…","","🇭🇹 Penn State 👨🏾‍🎓 #CMCForever","1",424,"en",1
"441",730,1575204852921405440,"RT @Saltymick: I remember the joy when young Tony became PM. I also remember the shock, as a Union rep at my Job in FE, when he bullied thr…","","#GTTO","1",15,"en",1
"442",731,1575204821933518848,"RT @TellyTalkIndia: These adorable lovebirds have our hearts!! 😍 #KaranKundrra #TejasswPrakash

https://t.co/2by5mNoPdS","","","1",348,"en",1
"443",734,1575204761766219776,"RT @6rTerrence: louis really showed up late (maybe high), said whatever the fuck he wanted, bullied zach into giving liam apology shoes, an…","","they/them || 28 || music was my first love || lesbian || fan acc OT6/Shiall/Ziam/Larry. having a hard time right now.","1",499,"en",1
"444",740,1575204707651313664,"RT @SamCaoOhio: Ohio's GOP-led government gaslighted and bullied a rape victim-a TEN-YEAR-OLD who had to travel to Indiana for an abortion.…","fresno","hi..","1",76,"en",1
"445",742,1575204623237124096,"RT @SamCaoOhio: Ohio's GOP-led government gaslighted and bullied a rape victim-a TEN-YEAR-OLD who had to travel to Indiana for an abortion.…","Toronto, Ontario","A creative girl from Paisley","1",76,"en",1
"446",743,1575204591141933056,"RT @MontagueTerrie: There is a growing consensus now, amongst Medical Professionals, following peer reviewed studies, that the CV19 vacc sh…","","","1",8,"en",1
"447",744,1575204574138597376,"RT @homunculusdick: My cousin in Trinidad won’t eat oxtail because his friend ate it &amp; became impotent. His testicles became swollen. His f…","Detroit, MI","@ClubArrogance | IG https://t.co/2HZuAiBstV","1",424,"en",1
"448",748,1575204459571204096,"RT @SunFlowerMood2: Y’all bullied this man into wearing his hat in the pool…🤭🤭 #BB24 https://t.co/kJaF7hfVhC","San Dimas, California","i mainly just retweet my sister’s retweets","1",13,"en",1
"449",749,1575204400507031552,"RT @thesixwriter: I like that we’re beginning to take more of a stand as young Ghanaians. We won’t be bullied with seniority or age. 

Do y…","alone with princess","medical doctor, Phil 4:13.💙💛 mind over matter, nilüfer yanya stan","1",166,"en",1
"450",750,1575204395876519936,"RT @steviexdavis: @BrugesGroup I want to see tougher Tories......been weak and easily bullied by the media for too long.","","Boris should be on the ballot. I back Liz Truss for leader. Brexiter. Anti woke. #NeverLabour Love boxing.","1",2,"en",1
"451",751,1575204376217792512,"RT @1Schoolhouse: Homeschooling is so wild because it could be because you’re disabled
or got bullied a lot
or training for the Olympics
or…","E(e)rie, PA, USA","🎨💄she/her 21!
bc you can only📍1🐦: https://t.co/kuAI4N75fj","1",131,"en",1
"452",752,1575204354076086272,"RT @homunculusdick: My cousin in Trinidad won’t eat oxtail because his friend ate it &amp; became impotent. His testicles became swollen. His f…","Columbus, GA","I write a bunch of content. Cartoons, Comics, Commercials, Promo material, Short films, and Skits. #Podcast #BlackWriters #Blackcartoonist #BlackMedia","1",424,"en",1
"453",753,1575204325575442432,"RT @SamCaoOhio: Ohio's GOP-led government gaslighted and bullied a rape victim-a TEN-YEAR-OLD who had to travel to Indiana for an abortion.…","California, USA","Resistor, Environmentalist, Pessimistic PanSkeptual","1",76,"en",1
"454",754,1575204321918353408,"RT @homunculusdick: My cousin in Trinidad won’t eat oxtail because his friend ate it &amp; became impotent. His testicles became swollen. His f…","Roxie’s Lair","𝕸𝖊𝖒𝖊𝖓𝖙𝖔 𝕸𝖔𝖗𝖎 #𝖘𝖆𝖓𝖙𝖆𝖒𝖚𝖊𝖗𝖙𝖊 This is what it sounds like when doves cry","1",424,"en",1
"455",756,1575204261738467328,"RT @SamCaoOhio: Ohio's GOP-led government gaslighted and bullied a rape victim-a TEN-YEAR-OLD who had to travel to Indiana for an abortion.…","","","1",76,"en",1
"456",757,1575204200048340992,"RT @chrisgreybrexit: It shows all the Brexiter pathologies (e.g. expert consensus = plot, scrutiny = sabotage, criticism = treachery) &amp; mos…","York, England","Commercial & Agricultural Property Solicitor, Companion of John Ruskin's Guild of St George, Biker, & likes cycling old rail trails. RTs ≠ Endorsements.","1",51,"en",1
"457",758,1575204156142325760,"RT @poxqueen: Finishing (?) Inscryption today!! Shit's gotten very weird and I'm here for it, come watch me get bullied by a robot at 6pm E…","","18+ | Taken by @seisyll_al |Your supportive Orc big sister.| PFP- @seisyll_al | Banner- @swindybeat | #ValkyArts, NSFW #ThiccyValky","1",1,"en",1
